iteration,true_reward,run_id,env_name,noiseE,grid_type,expert_trajs,max_iter_num,num_of_NNs,seed,eta,gamma,use_memory_replay,buffer_size,batch_size,log_dir
97,-2.0663974517716466,20241021-151026,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,1024,10,0.99,True,200000.0,20000.0,runs_memory_replay
98,-2.6267497516305487,20241021-151026,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,1024,10,0.99,True,200000.0,20000.0,runs_memory_replay
99,-2.007866238203913,20241021-151026,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,1024,10,0.99,True,200000.0,20000.0,runs_memory_replay
0,-7.6521585927435565,20241021-151148,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,64,10,0.99,True,200000.0,20000.0,runs_memory_replay
1,-7.671335482050634,20241021-151148,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,64,10,0.99,True,200000.0,20000.0,runs_memory_replay
2,-7.447108269319593,20241021-151148,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,64,10,0.99,True,200000.0,20000.0,runs_memory_replay
3,-7.295985736080557,20241021-151148,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,64,10,0.99,True,200000.0,20000.0,runs_memory_replay
4,-6.662391065819981,20241021-151148,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,64,10,0.99,True,200000.0,20000.0,runs_memory_replay
5,-6.377821900130248,20241021-151148,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,64,10,0.99,True,200000.0,20000.0,runs_memory_replay
6,-5.781129734288316,20241021-151148,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,64,10,0.99,True,200000.0,20000.0,runs_memory_replay
7,-4.914407832170553,20241021-151148,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,64,10,0.99,True,200000.0,20000.0,runs_memory_replay
8,-4.5993302300107315,20241021-151148,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,64,10,0.99,True,200000.0,20000.0,runs_memory_replay
9,-4.158221730974191,20241021-151148,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,64,10,0.99,True,200000.0,20000.0,runs_memory_replay
10,-4.169572646969386,20241021-151148,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,64,10,0.99,True,200000.0,20000.0,runs_memory_replay
11,-4.391002927440625,20241021-151148,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,64,10,0.99,True,200000.0,20000.0,runs_memory_replay
12,-4.189023532742577,20241021-151148,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,64,10,0.99,True,200000.0,20000.0,runs_memory_replay
13,-4.150912347391498,20241021-151148,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,64,10,0.99,True,200000.0,20000.0,runs_memory_replay
14,-4.04744049209623,20241021-151148,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,64,10,0.99,True,200000.0,20000.0,runs_memory_replay
15,-4.047295587041811,20241021-151148,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,64,10,0.99,True,200000.0,20000.0,runs_memory_replay
16,-4.074432104943309,20241021-151148,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,64,10,0.99,True,200000.0,20000.0,runs_memory_replay
17,-4.0757482400088305,20241021-151148,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,64,10,0.99,True,200000.0,20000.0,runs_memory_replay
18,-4.100008399082527,20241021-151148,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,64,10,0.99,True,200000.0,20000.0,runs_memory_replay
19,-4.047663733999526,20241021-151148,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,64,10,0.99,True,200000.0,20000.0,runs_memory_replay
20,-3.9429517976783997,20241021-151148,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,64,10,0.99,True,200000.0,20000.0,runs_memory_replay
21,-3.999702044366902,20241021-151148,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,64,10,0.99,True,200000.0,20000.0,runs_memory_replay
22,-3.9766092699824216,20241021-151148,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,64,10,0.99,True,200000.0,20000.0,runs_memory_replay
23,-3.9439330519007316,20241021-151148,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,64,10,0.99,True,200000.0,20000.0,runs_memory_replay
24,-4.01396015689475,20241021-151148,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,64,10,0.99,True,200000.0,20000.0,runs_memory_replay
25,-3.979792734677585,20241021-151148,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,64,10,0.99,True,200000.0,20000.0,runs_memory_replay
26,-3.976090959752495,20241021-151148,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,64,10,0.99,True,200000.0,20000.0,runs_memory_replay
27,-4.002949843215718,20241021-151148,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,64,10,0.99,True,200000.0,20000.0,runs_memory_replay
28,-3.9381129582221854,20241021-151148,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,64,10,0.99,True,200000.0,20000.0,runs_memory_replay
29,-3.9263723584810024,20241021-151148,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,64,10,0.99,True,200000.0,20000.0,runs_memory_replay
30,-3.841515990854223,20241021-151148,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,64,10,0.99,True,200000.0,20000.0,runs_memory_replay
31,-3.8297091949452633,20241021-151148,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,64,10,0.99,True,200000.0,20000.0,runs_memory_replay
32,-3.9154723697019516,20241021-151148,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,64,10,0.99,True,200000.0,20000.0,runs_memory_replay
33,-3.557230106009607,20241021-151148,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,64,10,0.99,True,200000.0,20000.0,runs_memory_replay
34,-3.8920778168560473,20241021-151148,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,64,10,0.99,True,200000.0,20000.0,runs_memory_replay
35,-3.8622316150119573,20241021-151148,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,64,10,0.99,True,200000.0,20000.0,runs_memory_replay
36,-3.8562838087069307,20241021-151148,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,64,10,0.99,True,200000.0,20000.0,runs_memory_replay
37,-3.787255314157503,20241021-151148,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,64,10,0.99,True,200000.0,20000.0,runs_memory_replay
38,-3.8076715461524713,20241021-151148,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,64,10,0.99,True,200000.0,20000.0,runs_memory_replay
39,-3.809155837693212,20241021-151148,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,64,10,0.99,True,200000.0,20000.0,runs_memory_replay
40,-3.806811647751901,20241021-151148,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,64,10,0.99,True,200000.0,20000.0,runs_memory_replay
41,-3.83734794194531,20241021-151148,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,64,10,0.99,True,200000.0,20000.0,runs_memory_replay
42,-3.7352642529908926,20241021-151148,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,64,10,0.99,True,200000.0,20000.0,runs_memory_replay
43,-3.6134002455159733,20241021-151148,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,64,10,0.99,True,200000.0,20000.0,runs_memory_replay
44,-3.8753158802850534,20241021-151148,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,64,10,0.99,True,200000.0,20000.0,runs_memory_replay
45,-3.3471288782646895,20241021-151148,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,64,10,0.99,True,200000.0,20000.0,runs_memory_replay
46,-3.784078189676773,20241021-151148,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,64,10,0.99,True,200000.0,20000.0,runs_memory_replay
47,-3.6364921187201844,20241021-151148,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,64,10,0.99,True,200000.0,20000.0,runs_memory_replay
48,-3.526948246429611,20241021-151148,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,64,10,0.99,True,200000.0,20000.0,runs_memory_replay
49,-3.7924716465620985,20241021-151148,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,64,10,0.99,True,200000.0,20000.0,runs_memory_replay
50,-2.801801425329469,20241021-151148,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,64,10,0.99,True,200000.0,20000.0,runs_memory_replay
51,-3.6345084772954563,20241021-151148,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,64,10,0.99,True,200000.0,20000.0,runs_memory_replay
52,-3.747969652732007,20241021-151148,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,64,10,0.99,True,200000.0,20000.0,runs_memory_replay
53,-3.71728447868534,20241021-151148,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,64,10,0.99,True,200000.0,20000.0,runs_memory_replay
54,-3.791892995387815,20241021-151148,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,64,10,0.99,True,200000.0,20000.0,runs_memory_replay
55,-3.3155560549097456,20241021-151148,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,64,10,0.99,True,200000.0,20000.0,runs_memory_replay
56,-3.374022002351591,20241021-151148,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,64,10,0.99,True,200000.0,20000.0,runs_memory_replay
57,-3.0910532673371076,20241021-151148,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,64,10,0.99,True,200000.0,20000.0,runs_memory_replay
58,-3.1277783777124104,20241021-151148,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,64,10,0.99,True,200000.0,20000.0,runs_memory_replay
59,-3.6382493828575977,20241021-151148,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,64,10,0.99,True,200000.0,20000.0,runs_memory_replay
60,-3.2168280400717775,20241021-151148,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,64,10,0.99,True,200000.0,20000.0,runs_memory_replay
61,-3.535020305466639,20241021-151148,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,64,10,0.99,True,200000.0,20000.0,runs_memory_replay
62,-3.746634403376971,20241021-151148,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,64,10,0.99,True,200000.0,20000.0,runs_memory_replay
63,-2.7072034280410464,20241021-151148,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,64,10,0.99,True,200000.0,20000.0,runs_memory_replay
64,-3.3975636576376465,20241021-151148,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,64,10,0.99,True,200000.0,20000.0,runs_memory_replay
65,-3.024765365443172,20241021-151148,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,64,10,0.99,True,200000.0,20000.0,runs_memory_replay
66,-3.379988682686443,20241021-151148,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,64,10,0.99,True,200000.0,20000.0,runs_memory_replay
67,-3.22228328950774,20241021-151148,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,64,10,0.99,True,200000.0,20000.0,runs_memory_replay
68,-3.909435636668317,20241021-151148,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,64,10,0.99,True,200000.0,20000.0,runs_memory_replay
69,-2.811913185517068,20241021-151148,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,64,10,0.99,True,200000.0,20000.0,runs_memory_replay
70,-3.313213053458252,20241021-151148,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,64,10,0.99,True,200000.0,20000.0,runs_memory_replay
71,-3.459685089981029,20241021-151148,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,64,10,0.99,True,200000.0,20000.0,runs_memory_replay
72,-3.8382433321878286,20241021-151148,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,64,10,0.99,True,200000.0,20000.0,runs_memory_replay
73,-3.08474937196949,20241021-151148,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,64,10,0.99,True,200000.0,20000.0,runs_memory_replay
74,-3.553568398517414,20241021-151148,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,64,10,0.99,True,200000.0,20000.0,runs_memory_replay
75,-2.965656372165579,20241021-151148,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,64,10,0.99,True,200000.0,20000.0,runs_memory_replay
76,-3.29592740983082,20241021-151148,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,64,10,0.99,True,200000.0,20000.0,runs_memory_replay
77,-3.834961479075456,20241021-151148,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,64,10,0.99,True,200000.0,20000.0,runs_memory_replay
78,-3.5291102159186294,20241021-151148,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,64,10,0.99,True,200000.0,20000.0,runs_memory_replay
79,-3.238573552134045,20241021-151148,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,64,10,0.99,True,200000.0,20000.0,runs_memory_replay
80,-3.514954743878107,20241021-151148,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,64,10,0.99,True,200000.0,20000.0,runs_memory_replay
81,-3.4186939820776914,20241021-151148,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,64,10,0.99,True,200000.0,20000.0,runs_memory_replay
82,-3.7759803357923905,20241021-151148,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,64,10,0.99,True,200000.0,20000.0,runs_memory_replay
83,-3.568075825510088,20241021-151148,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,64,10,0.99,True,200000.0,20000.0,runs_memory_replay
84,-3.2990308701848337,20241021-151148,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,64,10,0.99,True,200000.0,20000.0,runs_memory_replay
85,-3.0336019138780137,20241021-151148,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,64,10,0.99,True,200000.0,20000.0,runs_memory_replay
86,-3.4643677250166403,20241021-151148,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,64,10,0.99,True,200000.0,20000.0,runs_memory_replay
87,-2.897484738128477,20241021-151148,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,64,10,0.99,True,200000.0,20000.0,runs_memory_replay
88,-3.793028443479963,20241021-151148,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,64,10,0.99,True,200000.0,20000.0,runs_memory_replay
89,-3.45195781662192,20241021-151148,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,64,10,0.99,True,200000.0,20000.0,runs_memory_replay
90,-3.817345651316985,20241021-151148,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,64,10,0.99,True,200000.0,20000.0,runs_memory_replay
91,-3.6816969580862873,20241021-151148,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,64,10,0.99,True,200000.0,20000.0,runs_memory_replay
92,-3.2806755306445745,20241021-151148,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,64,10,0.99,True,200000.0,20000.0,runs_memory_replay
93,-3.2625984820221494,20241021-151148,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,64,10,0.99,True,200000.0,20000.0,runs_memory_replay
94,-3.174389439762186,20241021-151148,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,64,10,0.99,True,200000.0,20000.0,runs_memory_replay
95,-3.463103310362542,20241021-151148,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,64,10,0.99,True,200000.0,20000.0,runs_memory_replay
96,-3.301278676526779,20241021-151148,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,64,10,0.99,True,200000.0,20000.0,runs_memory_replay
97,-3.720989065108961,20241021-151148,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,64,10,0.99,True,200000.0,20000.0,runs_memory_replay
98,-3.5936167640592256,20241021-151148,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,64,10,0.99,True,200000.0,20000.0,runs_memory_replay
99,-3.5188691457296546,20241021-151148,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,64,10,0.99,True,200000.0,20000.0,runs_memory_replay
0,-7.653160860053495,20241021-151158,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,5,64,10,0.99,True,200000.0,20000.0,runs_memory_replay
1,-7.662754438225727,20241021-151158,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,5,64,10,0.99,True,200000.0,20000.0,runs_memory_replay
2,-7.420137711218251,20241021-151158,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,5,64,10,0.99,True,200000.0,20000.0,runs_memory_replay
3,-7.101885329285492,20241021-151158,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,5,64,10,0.99,True,200000.0,20000.0,runs_memory_replay
4,-6.767780760381611,20241021-151158,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,5,64,10,0.99,True,200000.0,20000.0,runs_memory_replay
5,-7.145670671012722,20241021-151158,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,5,64,10,0.99,True,200000.0,20000.0,runs_memory_replay
6,-6.588247408706792,20241021-151158,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,5,64,10,0.99,True,200000.0,20000.0,runs_memory_replay
7,-5.6917096672281255,20241021-151158,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,5,64,10,0.99,True,200000.0,20000.0,runs_memory_replay
8,-7.752572005750231,20241021-151158,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,5,64,10,0.99,True,200000.0,20000.0,runs_memory_replay
9,-8.535663928482885,20241021-151158,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,5,64,10,0.99,True,200000.0,20000.0,runs_memory_replay
10,-10.945837853163097,20241021-151158,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,5,64,10,0.99,True,200000.0,20000.0,runs_memory_replay
11,-7.932982674058078,20241021-151158,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,5,64,10,0.99,True,200000.0,20000.0,runs_memory_replay
